327|Spiky Bastard|Rogue|Champion|C: Spiky bastard damage now applies while you’re staggered.
328|Spiky Bastard|Rogue|Epic|E: Spiky bastard damage is 15 instead of 10 when esc. die is 3+.
329|Sure Cut|Rogue|Champion|C: Missing with sure cut doesn’t count as a use of Sneak Attack damage.
330|Swift Dodge|Rogue|Champion|C: Also triggers on attack vs. PD.
331|Swift Dodge|Rogue|Epic|E: Rerolled attack takes a –2 penalty.
332|Swift Riposte|Rogue|Champion|C: If your attack crits, the enemy misses.
333|Swift Riposte|Rogue|Epic|E: Gain a +2 bonus with swift riposte attacks.
334|True Targeting|Rogue|Epic|E: Regain your momentum if the invisible enemy’s attack misses.
335|Breath weapon|Sorcerer|Adventurer|A: Failing a death save doesn’t cancel your breath weapon spells.
336|Gather Power|Sorcerer|Adventurer|A: Once per battle, you choose a chaotic benefit.
337|Gather Power|Sorcerer|Champion|C: Once per battle, gather power as a quick action if escalation die is 4+.
338|Gather Power|Sorcerer|Epic|E: Roll 2 chaotic benefits if escalation die is 2+.
339|Arcane Heritage|Sorcerer|Adventurer|A: Use Charisma as the attack ability for wizard spells.
340|Arcane Heritage|Sorcerer|Champion|C: Cast wizard spells empowered.
341|Blood Link|Sorcerer|Champion|C: Gain another relationship point with an icon in your heritage.
342|Chromatic Heritage|Sorcerer|Adventurer|A: Gain +2 attack bonus with empowered breath weapon spells.
343|Chromatic Heritage|Sorcerer|Champion|C: Once per day, turn a breath weapon re-use failure into a success.
344|Chromatic Heritage|Sorcerer|Epic|E: One battle per day, gain resist dragon attack 16+.
345|Fey Heritage|Sorcerer|Adventurer|A: Use your Fey Heritage power twice per day now.
346|Fey Heritage|Sorcerer|Champion|C: Gain a +2 attack bonus vs. elves and creatures in elven sphere of influence.
347|Fey Heritage|Sorcerer|Epic|E: Once per battle, gain racial ability of an elf race when esc. die is 6+.
348|Infernal Heritage|Sorcerer|Adventurer|A: Gain resistance 12+ to fire and one other damage type.
349|Infernal Heritage|Sorcerer|Champion|C: Increase one of your resistances to 16+.
350|Infernal Heritage|Sorcerer|Epic|E: You can enter a spell frenzy as free action for free if esc die is 5+.
351|Metallic Heritage|Sorcerer|Adventurer|A: Gain resist energy 12+ for rest of battle as quick action. You choose type.
352|Metallic Heritage|Sorcerer|Champion|C: When your chaotic benefit increases your defenses, apply it to an ally.
353|Metallic Heritage|Sorcerer|Epic|E: One battle per day, gain resist demon attack 16+ instead of resist energy.
354|Sorc’s Familiar|Sorcerer|Adventurer|A: Familiar gains another randomly changing ability.
355|Sorc’s Familiar|Sorcerer|Champion|C: Once per level, familiar can cast one of your expended spells.
356|Sorc’s Familiar|Sorcerer|Epic|E: Familiar gains another randomly changing ability.
357|Spell Fist|Sorcerer|Adventurer|A: When you miss with spell vs. engaged enemy, add Cha mod to miss damage. Damage increases at each tier.
358|Spell Fist|Sorcerer|Champion|C: Once per battle, include an enemy engaged with you in a spell targeting other foes.
359|Spell Fist|Sorcerer|Epic|E: Once per day, include all enemies engaged with you as targets of an empowered spell.
360|Undead Heritage|Sorcerer|Adventurer|A: Decrease your total recoveries by 1; gain a +2 bonus to death saves.
361|Undead Heritage|Sorcerer|Champion|C: Increases your resistance to 16+ and attack bonus vs. undead by +1.
362|Undead Heritage|Sorcerer|Epic|E: Gain +1 attack bonus if you cut off hand and put out eye.
363|Breath of Black|Sorcerer|Epic|E: On a miss, ongoing damage is now doubled.
364|Breath of Blue|Sorcerer|Epic|E: The spell can now target a far away enemy.
365|Burning Hands|Sorcerer|Adventurer|A: On a miss, deal fire damage equal to any die that rolled max.
366|Burning Hands|Sorcerer|Champion|C: Choose another target for spell when you roll a natural 18+.
367|Burning Hands|Sorcerer|Epic|E: Can now target all enemies engaged with you in addition to normal targets.
368|Calling the Blood|Sorcerer|Epic|E: Roll two d6s, then choose the roll you want.
369|Chaos Bolt|Sorcerer|Adventurer|A: No penalty for attacking a far away enemy.
370|Chaos Bolt|Sorcerer|Champion|C: Roll on epic table for chaotic benefit, or choose it, depending on tier.
371|Echoing Thunder|Sorcerer|Champion|C: Empowering echoing thunder doubles its aftershock damage.
372|Lightning Fork|Sorcerer|Adventurer|A: Once per battle, reroll a lightning fork attack.
373|Lightning Fork|Sorcerer|Champion|C: Lightning fork not expended if you miss all targets.
374|Lightning Fork|Sorcerer|Epic|E: Recharge roll is now 11+.
375|Resist Energy|Sorcerer|Adventurer|A: Add another target with the spell.
376|Scorching Ray|Sorcerer|Adventurer|A: You can now target far away enemies, but with a –2 penalty.
377|Scorching Ray|Sorcerer|Champion|C: The spell attack can deal random energy damage instead of fire.
378|Scorching Ray|Sorcerer|Epic|E: No penalty for attacking a far away enemy.
379|The Elven Shadows|Sorcerer|Epic|E: Once per battle, you can instead teleport to a far away location you can see.
380|Ritual Magic|Wizard|Champion|C: Can cast full rituals in 1d3 + 1 rounds.
381|Abjuration|Wizard|Adventurer|A: Bonus also applies to PD.
382|Abjuration|Wizard|Champion|C: Gain 2d12 temp hp when you cast a daily spell.
383|Abjuration|Wizard|Epic|E: Bonus also applies to MD.
384|Cantrip Mastery|Wizard|Adventurer|A: You can now use cantrip-style versions of any spell you know.
385|Evocation|Wizard|Champion|C: When you evoke, reroll one natural attack roll that is less than esc. die.
386|High Arcana|Wizard|Champion|C: You can now cast counter-magic twice per battle.
387|High Arcana|Wizard|Epic|E: You can cast counter-magic in reaction to any magical action.
388|Color Spray|Wizard|Adventurer|A: The weakened effect hp threshold increases by 5 hp.
389|Color Spray|Wizard|Champion|C: On a miss, deal damage equal to your level.
390|Color Spray|Wizard|Epic|E: The spell now targets 1d3 + 1 creatures.
391|Confusion|Wizard|Adventurer|A: You can choose a new miss effect that dazes all missed targets.
392|Confusion|Wizard|Champion|C: Each failed save by the target deals 6d10 psychic damage to it.
393|Confusion|Wizard|Epic|E: Confused effect now requires a difficult save (16+).
394|Denial|Wizard|Champion|C: The target of the spell is also hampered on a natural even miss.
395|Denial|Wizard|Epic|E: The spell now targets 1d4 + 1 enemies.
396|Disintegrate|Wizard|Epic|E: The spell now targets a far away creature.
397|Fireball|Wizard|Champion|C: Target 1d4 enemies instead of 1d3 when you cast the spell recklessly.
398|Fireball|Wizard|Epic|E: The spell now targets 1d3 + 1 enemies.
399|Force Salvo|Wizard|Adventurer|A: You can now target one creature with bolts until you hit it once.
400|Force Salvo|Wizard|Champion|C: On a miss, deal damage equal to level with a bolt.
401|Force Salvo|Wizard|Epic|E: Increase the number of bolts by 1.
402|Hold Monster|Wizard|Adventurer|A: Regain the spell if you miss all targets with it.
403|Hold Monster|Wizard|Champion|C: The spell can now target 2 enemies under the hp limit.
404|Hold Monster|Wizard|Epic|E: Increase the hp limit by +50 hp.
405|Lightning Bolt|Wizard|Champion|C: Deal 10 ongoing lightning damage on a natural even hit.
406|Lightning Bolt|Wizard|Epic|E: Deal 20 ongoing lightning damage (hard save) on a natural even hit.
407|Magic Missile|Wizard|Adventurer|A: Now choose two targets for the spell, each getting half damage dice.
408|Magic Missile|Wizard|Champion|C: Roll a d20 with the spell to see if you crit.
409|Magic Missile|Wizard|Epic|E: Use d8s instead of d4s for damage dice at spell levels 7 and 9.
410|Meteor Swarm|Wizard|Epic|E: Damage from each meteor is now 5d4 x 10.
411|Ray of Frost|Wizard|Adventurer|A: On a natural even hit, daze the target if it’s staggered.
412|Ray of Frost|Wizard|Champion|C: The spell’s target can now be far away.
413|Ray of Frost|Wizard|Epic|E: You can have the spell deal lightning or negative energy damage.
414|Rebuke|Wizard|Adventurer|A: Deal double your level psychic damage when you roll a natural even hit.
415|Rebuke|Wizard|Champion|C: Also daze a target (save ends) you hit with the spell.
416|Rebuke|Wizard|Epic|E: Daze a target for a round when you roll a natural even miss.
417|Shield|Wizard|Adventurer|A: You choose which attack roll the attacker must use.
418|Shield|Wizard|Champion|C: The spell’s recharge roll is now 6+.
419|Shield|Wizard|Epic|E: Hit or miss, take only half damage from attack you use shield against.
420|Shocking Grasp|Wizard|Adventurer|A: Cast the spell as a quick action now.
421|Shocking Grasp|Wizard|Champion|C: Once per battle, you can also daze a target you hit with the spell.
422|Shocking Grasp|Wizard|Epic|E: Use d8s instead of d6s for the spell’s damage dice.
423|Teleport|Wizard|Epic|E: You can now cast the spell on nearby allies; if allies are close, you can teleport to a location known by an ally.
424|Teleport Shield|Wizard|Champion|C: When your teleport shield attack misses, the attack isn’t expended that round.
425|Teleport Shield|Wizard|Epic|E: You can now teleport an enemy to a location far away you can see.
426|Utility Spell|Wizard|Adventurer|A: Each utility spell slot lets you cast two spells.
427|Utility Spell|Wizard|Champion|C: Each utility spell slot lets you cast three spells.
428|Wizard’s Familiar|Wizard|Adventurer|A: Familiar gains another ability.
429|Wizard’s Familiar|Wizard|Champion|C: Once per level, your familiar can cast one of your expended spells.
430|Wizard’s Familiar|Wizard|Epic|E: Familiar gains another ability.
